?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/HANCESTRO_0754>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Japanese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0754>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"JPT"	
<http://purl.obolibrary.org/obo/HANCESTRO_0650>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Luo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0701>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ulchi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0658>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yoruba"	
<http://purl.obolibrary.org/obo/HANCESTRO_0619>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mixtec"	
<http://purl.obolibrary.org/obo/HANCESTRO_0792>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Kapu"	
<http://purl.obolibrary.org/obo/HANCESTRO_0784>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Balochi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0770>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bedouin"	
<http://dbpedia.org/resource/Myanmar>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Burma"	
<http://purl.obolibrary.org/obo/HANCESTRO_0778>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bougainville"	
<http://dbpedia.org/resource/Macau>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"China, Macao SAR"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0797>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pathan"	
<http://purl.obolibrary.org/obo/HANCESTRO_0783>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Papuan"	
<http://purl.obolibrary.org/obo/HANCESTRO_0590>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"White"	
<http://purl.obolibrary.org/obo/HANCESTRO_0590>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Non-Hispanic White"	
<http://purl.obolibrary.org/obo/HANCESTRO_0590>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Caucasian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0590>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"American of European ancestry"	
<http://dbpedia.org/resource/Republic_of_the_Congo>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Congo"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0722>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Northern Han"	
<http://purl.obolibrary.org/obo/HANCESTRO_0664>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gambian Mandinka"	
<http://purl.obolibrary.org/obo/HANCESTRO_0664>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"GWD"	
<http://purl.obolibrary.org/obo/GAZ_00000013>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"major area"	
<http://purl.obolibrary.org/obo/GAZ_00000013>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"continental region"	
<http://purl.obolibrary.org/obo/GAZ_00000013>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CONTIN"	
<http://purl.obolibrary.org/obo/GAZ_00000013>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Continent {alternative name}"	
<http://purl.obolibrary.org/obo/GAZ_00000013>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"continent {alternative name}"	
<http://purl.obolibrary.org/obo/HANCESTRO_0738>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Japanese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0735>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Daur"	
<http://purl.obolibrary.org/obo/HANCESTRO_0677>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mixe"	
<http://purl.obolibrary.org/obo/HANCESTRO_0831>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"North Ossetian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0801>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yadava"	
<http://purl.obolibrary.org/obo/HANCESTRO_0861>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Black"	
<http://purl.obolibrary.org/obo/HANCESTRO_0581>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Uigur"	
<http://purl.obolibrary.org/obo/HANCESTRO_0630>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ika"	
<http://purl.obolibrary.org/obo/HANCESTRO_0630>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Ica"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0638>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"San"	
<http://purl.obolibrary.org/obo/HANCESTRO_0693>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Eskimo Sireniki"	
<http://purl.obolibrary.org/obo/HANCESTRO_0685>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mexican Ancestry"	
<http://purl.obolibrary.org/obo/HANCESTRO_0685>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"MXL"	
<http://purl.obolibrary.org/obo/HANCESTRO_0624>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Aimara"	
<http://purl.obolibrary.org/obo/HANCESTRO_0643>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Biaka"	
<http://purl.obolibrary.org/obo/HANCESTRO_0637>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mbuti"	
<http://purl.obolibrary.org/obo/HANCESTRO_0749>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Uygur"	
<http://purl.obolibrary.org/obo/HANCESTRO_0698>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mongola"	
<http://purl.obolibrary.org/obo/HANCESTRO_0684>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Colombian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0684>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CLM"	
<http://purl.obolibrary.org/obo/HANCESTRO_0829>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Jordanian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0815>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Chechen"	
<http://purl.obolibrary.org/obo/HANCESTRO_0002>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"geographical area"	
<http://purl.obolibrary.org/obo/HANCESTRO_0807>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Abkhasian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0645>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Esan"	
<http://purl.obolibrary.org/obo/HANCESTRO_0010>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"African unspecified"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0732>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Burmese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0828>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Iraqi Jew"	
<http://purl.obolibrary.org/obo/HANCESTRO_0496>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Malay"	
<http://purl.obolibrary.org/obo/HANCESTRO_0762>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Russian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0709>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pathan"	
<http://purl.obolibrary.org/obo/HANCESTRO_0702>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yakut"	
<http://purl.obolibrary.org/obo/HANCESTRO_0756>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Southern Han Chinese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0756>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CHS"	
<http://dbpedia.org/resource/Mauretania>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mauretania"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0836>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Russian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0775>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Papuan Highlands"	
<http://dbpedia.org/resource/Pitcairn_Islands>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Pitcairn, Henderson, Ducie and Oeno Islands"	
<http://purl.obolibrary.org/obo/HANCESTRO_0761>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Orcadian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0769>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Toscani"	
<http://purl.obolibrary.org/obo/HANCESTRO_0769>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"TSI"	
<http://purl.obolibrary.org/obo/HANCESTRO_0835>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Polish"	
<http://purl.obolibrary.org/obo/HANCESTRO_0753>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Han Chinese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0753>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CHB"	
<http://purl.obolibrary.org/obo/HANCESTRO_0700>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tubalar"	
<http://purl.obolibrary.org/obo/HANCESTRO_0791>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Kalash"	
<http://dbpedia.org/resource/Palestinian_territories>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Occupied Palestinian Territory"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0799>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Relli"	
<http://purl.obolibrary.org/obo/HANCESTRO_0568>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Black"	
<http://purl.obolibrary.org/obo/HANCESTRO_0568>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Afro-American"	
<http://purl.obolibrary.org/obo/HANCESTRO_0716>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Hezhen"	
<http://dbpedia.org/resource/Saint_Pierre_and_Miquelon>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Saint-Pierre-et-Miquelon"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0713>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Dai"	
<http://purl.obolibrary.org/obo/HANCESTRO_0655>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mozabite"	
<http://purl.obolibrary.org/obo/HANCESTRO_0790>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Irula"	
<http://purl.obolibrary.org/obo/HANCESTRO_0729>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0671>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Maya"	
<http://purl.obolibrary.org/obo/HANCESTRO_0782>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Maori"	
<http://purl.obolibrary.org/obo/HANCESTRO_0679>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Piapoco"	
<http://purl.obolibrary.org/obo/HANCESTRO_0551>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Irish founder"	
<http://purl.obolibrary.org/obo/HANCESTRO_0833>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Orcadian"	
<http://dbpedia.org/resource/Wallis_and_Futuna>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Wallis and Futuna Islands"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0663>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gambian Jola"	
<http://purl.obolibrary.org/obo/HANCESTRO_0663>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"GWJ"	
<http://purl.obolibrary.org/obo/HANCESTRO_0657>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Somali"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"First Nations"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"First Peoples"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pueblos indígenas"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"American Indian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pueblos originarios"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nativos"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Native Peoples"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Indigenous Peoples"	
<http://purl.obolibrary.org/obo/HANCESTRO_0676>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mayan"	
<http://dbpedia.org/resource/Tonga>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tonga"@en	
<http://dbpedia.org/resource/Laos>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Lao People's Democratic Republic"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0830>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Lezgin"	
<http://purl.obolibrary.org/obo/HANCESTRO_0662>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gambian Fula"	
<http://purl.obolibrary.org/obo/HANCESTRO_0662>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"GWF"	
<http://purl.obolibrary.org/obo/HANCESTRO_0854>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Caritiana"	
<http://purl.obolibrary.org/obo/HANCESTRO_0692>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Eskimo Naukan"	
<http://purl.obolibrary.org/obo/HANCESTRO_0796>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Makrani"	
<http://purl.obolibrary.org/obo/HANCESTRO_0623>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Quichua"	
<http://dbpedia.org/resource/Falkland_Islands>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Falkland Islands (Malvinas)"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0806>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Telugu"	
<http://purl.obolibrary.org/obo/HANCESTRO_0806>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ITU"	
<http://purl.obolibrary.org/obo/HANCESTRO_0636>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mandenka"	
<http://purl.obolibrary.org/obo/HANCESTRO_0710>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Sindhi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0691>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Eskimo Chaplin"	
<http://purl.obolibrary.org/obo/HANCESTRO_0740>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Korean"	
<http://purl.obolibrary.org/obo/HANCESTRO_0748>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tujia"	
<http://purl.obolibrary.org/obo/HANCESTRO_0734>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Dai"	
<http://purl.obolibrary.org/obo/HANCESTRO_0814>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bulgarian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0800>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Sindhi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0747>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Tu"	
<http://purl.obolibrary.org/obo/HANCESTRO_0731>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Atayal"	
<http://purl.obolibrary.org/obo/HANCESTRO_0827>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Iranian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0813>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bergamo"	
<http://purl.obolibrary.org/obo/HANCESTRO_0777>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Australian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0642>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bantu Tswana"	
<http://purl.obolibrary.org/obo/HANCESTRO_0708>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Makrani"	
<http://purl.obolibrary.org/obo/HANCESTRO_0015>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Middle Eastern/North African"	
<http://purl.obolibrary.org/obo/HANCESTRO_0755>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Kinh Vietnamese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0755>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"KHV"	
<http://purl.obolibrary.org/obo/HANCESTRO_0392>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Spaniard"	
<http://purl.obolibrary.org/obo/HANCESTRO_0392>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Castilian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0392>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Castellano"	
<http://purl.obolibrary.org/obo/HANCESTRO_0697>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mansi"	
<http://purl.obolibrary.org/obo/HANCESTRO_0620>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Wayuu"	
<http://purl.obolibrary.org/obo/HANCESTRO_0620>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Wayu"	
<http://purl.obolibrary.org/obo/HANCESTRO_0620>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Wahiro"	
<http://purl.obolibrary.org/obo/HANCESTRO_0620>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Guajiro"	
<http://purl.obolibrary.org/obo/HANCESTRO_0760>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"French"	
<http://purl.obolibrary.org/obo/HANCESTRO_0864>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negro"	
<http://purl.obolibrary.org/obo/HANCESTRO_0864>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Preto"	
<http://purl.obolibrary.org/obo/HANCESTRO_0768>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Iberian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0768>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"IBS"	
<http://purl.obolibrary.org/obo/HANCESTRO_0707>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Kalash"	
<http://purl.obolibrary.org/obo/HANCESTRO_0633>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bantu Kenya"	
<http://purl.obolibrary.org/obo/HANCESTRO_0715>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Han"	
<http://purl.obolibrary.org/obo/HANCESTRO_0819>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"English"	
<http://dbpedia.org/resource/Hong_Kong>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"China, Hong Kong SAR"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0654>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mende"	
<http://purl.obolibrary.org/obo/HANCESTRO_0728>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Yakut"	
<http://purl.obolibrary.org/obo/HANCESTRO_0774>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Bougainville"	
<http://purl.obolibrary.org/obo/HANCESTRO_0670>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Karitiana"	
<http://purl.obolibrary.org/obo/HANCESTRO_0714>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Daur"	
<http://purl.obolibrary.org/obo/HANCESTRO_0678>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mixtec"	
<http://purl.obolibrary.org/obo/HANCESTRO_0601>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ethnic group"	
<http://purl.obolibrary.org/obo/HANCESTRO_0832>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Norwegian"	
<http://purl.obolibrary.org/obo/AfPO_0000131>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Moshi"	
<http://purl.obolibrary.org/obo/AfPO_0000131>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Moré"	
<http://purl.obolibrary.org/obo/AfPO_0000131>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mooré"	
<http://purl.obolibrary.org/obo/AfPO_0000131>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mòoré"	
<http://purl.obolibrary.org/obo/AfPO_0000131>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Mõõré"	
<http://purl.obolibrary.org/obo/AfPO_0000131>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"More"	
